User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
CDC,@CDCgov,2021-04-16T14:46:03.000Z,"#Nurses: CDC and Medscape are answering your 5 most common questions about #COVID19 vaccines. 

Feel confident in your decision to get vaccinated and prepare yourself for questions your family, friends, and patients might have. 

More: https://wb.md/3sospkq.",18,68,113
CDC,@CDCgov,2021-04-15T21:03:57.000Z,"As of April 12, national forecasts predict 264,000–850,000 new #COVID19 cases will likely be reported during the week ending May 8. More: http://bit.ly/CDC_CForecast.",34,85,146
CDC,@CDCgov,2021-04-15T21:03:58.000Z,"As of April 12, national forecasts predict 2,500–10,500 new #COVID19 deaths will be reported during the week ending May 8. That would bring the projected total number of U.S. deaths to 574,000–598,000. More: http://bit.ly/CDC_MForecast.",11,46,54
CDC,@CDCgov,2021-04-15T21:03:59.000Z,"As of April 12, national forecasts predict 2,500–9,300 new #COVID19 hospitalizations will likely be reported on May 10. More: http://bit.ly/CDC_HForecast.",10,38,54
CDC,@CDCgov,2021-04-15T20:00:19.000Z,"SALMONELLA OUTBREAK UPDATE: 31 sick, 9 hospitalized, 1 death. Turtles can carry Salmonella germs even if they look clean and healthy, especially turtles with shells less than 4 inches long. Take steps to stay healthy around turtles: https://bit.ly/2MlUyK9.",24,227,296
CDC,@CDCgov,2021-04-15T19:34:02.000Z,"A new 
@CDCMMWR
 on US emergency department visits during #COVID19 finds a larger proportion of emergency department patients are seeking care for mental and behavioral health-related concerns; http://bit.ly/7015a3.",29,116,175
CDC HIV/AIDS,@CDC_HIVAIDS,2021-04-15T18:10:06.000Z,"New data from CDC’s NHBS-Trans report can help assess #HIV risk, access to care and treatment, and the use of prevention efforts among transgender women. 

Get the data: http://bit.ly/32jhIoU

#NTHTD #TransHIV",4,49,93
CDC,@CDCgov,2021-04-15T16:00:28.000Z,"We know pausing use of the J&J/Janssen #COVID19 Vaccine is concerning, especially for those who recently got this vaccine. Have questions? Here’s what you need to know: https://bit.ly/3acYSnz.",28,127,157
CDC Emerging Infections,@CDC_NCEZID,2021-04-15T14:09:02.000Z,#DYK most dog bites in kids occur during everyday activities & while interacting with familiar dogs? Teach kids how to interact with dogs safely to prevent bites. Learn how: https://bit.ly/2OORFm4 #PreventDogBites,3,46,80
CDC,@CDCgov,2021-04-14T23:31:09.000Z,"Of nearly 7 million doses of J&J/Janssen #COVID19 Vaccine given in the US, a small number of cases of a rare & severe type of blood clot have been reported in people after receiving the vaccine. CDC & 
@US_FDA
 recommend a pause as we review data. More: https://bit.ly/3acYSnz",185,449,581
CDC,@CDCgov,2021-04-14T23:31:12.000Z,"Replying to 
@CDCgovIf you got the J&J/Janssen #COVID19 Vaccine in the last 3 weeks, seek urgent medical care if you develop symptoms like a severe headache, leg swelling, or shortness of breath. See other concerning symptoms: https://bit.ly/3acYSnz",25,161,179
CDC,@CDCgov,2021-04-14T23:31:12.000Z,"If you are scheduled to get the J&J/Janssen #COVID19 vaccine, please work with your vaccination provider to reschedule to get another COVID-19 vaccine. Two other COVID-19 vaccines, Pfizer-BioNTech &  Moderna, are authorized and recommended for use. More: https://bit.ly/3acYSnz",28,108,131
CDC,@CDCgov,2021-04-14T20:30:03.000Z,"#COVID19 cases have been on the rise since March 20. The current 7-day moving average of daily new cases is 69,953, a 10% increase from the previous week.

Stop the spread. Practice healthy habits. Wear a mask. Stay 6 feet apart. Avoid crowds. More: https://bit.ly/36EDJQI.",120,403,494
CDC,@CDCgov,2021-04-14T19:20:03.000Z," COVID-19 Science Update:

Read the latest #COVID19 research on the use of air cleaners to reduce spread of the virus in a hospital, mask effectiveness, and more.
 Read the full update: https://bit.ly/2QcHQyR.",23,76,134
"Rochelle Walensky, MD, MPH",@CDCDirector,2021-04-14T18:40:07.000Z,"We still encourage you to get a vaccine when one is available to you. Pfizer & Moderna vaccines still being administered. People w. vaccine appointments should keep them, & we'll work w/ partners to reschedule those that were intending to get J&J vaccine.COVID-19 Vaccination
COVID-19 vaccines protect against COVID-19. Get safety info and more.
cdc.gov",47,100,266
"Rochelle Walensky, MD, MPH",@CDCDirector,2021-04-14T18:40:07.000Z,"I know pausing administration of the Johnson & Johnson #COVID19 vaccine has led to questions, esp. for those who recently received a J&J vaccine. We made this decision out of an abundance of caution & b/c of our commitment to protecting people, to vaccine safety, AND to science.Good Morning America
@GMA
 · Apr 14
CDC Principal Deputy Director Dr. Anne Schuchat discusses future of Johnson & Johnson vaccine after pause due to blood clot concerns: ""We want to get to the bottom of it and make sure we can protect people. The pandemic is serious.” https://gma.abc/32aGyqQ",66,121,348
CDC,@CDCgov,2021-04-13T16:20:00.000Z,"#WearAMask
 to prevent getting and spreading #COVID19. If you use a disposable mask, the knot and tuck method can help your mask fit better against your face without gaps. Learn how to improve your mask’s fit.",251,3.8K,7.4K
U.S. FDA,@US_FDA,2021-04-13T11:01:56.000Z,"Please join us via YouTube for an audio press conference at 10 a.m. EDT. We will keep the public updated as we learn more.U.S. Food and Drug Administration
The FDA is responsible for protecting the public health by assuring the safety, efficacy, and security of human and veterinary drugs, biological products, medical devices, our nation's food supply,...
youtube.com",59,684,1K
CDC,@CDCgov,2021-04-11T18:45:02.000Z,"Substance use disorders can make you more likely to get severely ill from #COVID19. If you think you or someone you love might be experiencing a substance use disorder, learn about topics like access to treatment programs, harm reduction strategies & more: https://bit.ly/3diDZYM",45,91,173
CDC,@CDCgov,2021-04-11T17:28:01.000Z,"#WearAMask
 with multiple layers that covers your nose AND mouth and secure it under your chin. Make sure it fits snugly against the sides of your face to best protect yourself and others from #COVID19. Learn more about masks: https://bit.ly/30QOzQF.",333,509,880
CDC,@CDCgov,2021-04-11T16:37:00.000Z,"Finding cancer early improves your chances of living longer. Talk to your doctor about when and how often to be screened. Cancer doesn’t wait, and neither should you.",21,53,148
CDC,@CDCgov,2021-04-10T21:30:01.000Z,"#WearAMask
 while traveling to #SlowTheSpread of #COVID19. Masks are required on planes, buses, trains, rideshares, and other forms of public transportation, including while you are in airports and stations. More: https://bit.ly/3m68x2R.",151,351,815
CDC,@CDCgov,2021-04-10T20:15:04.000Z," Spring is in the air. Both seasonal allergies and #COVID19 can cause cough, fatigue, and headache, but fever and chills are more common with COVID-19. Use this chart to learn more similarities and differences between COVID-19 & allergies. 

More: http://bit.ly/3qEzjRD.",31,338,491
CDC,@CDCgov,2021-04-10T18:09:02.000Z,Today is National Youth HIV & AIDS Awareness Day. #NYHAAD reminds us of the importance of investing in young people’s health and education. School-based #HealthEd provides youth with a safe and supportive environment to learn about HIV prevention. https://go.usa.gov/xsbyA,21,114,223
CDC,@CDCgov,2021-04-09T21:11:52.000Z,"#COVID19-associated hospitalization rates have fallen since the peak in early January 2021, especially for older adults. However, rates have plateaued or risen in recent weeks in all age groups. 

Wear a mask. Get vaccinated when you can. Learn more: https://bit.ly/3t5h1el.",145,312,537
CDC,@CDCgov,2021-04-09T20:46:02.000Z,"The current increase in #COVID19 cases in the US could be driven by more contagious SARS-CoV-2 variants. B.1.1.7, the most common variant in the US, has been reported in all 50 states and Puerto Rico. Learn more: http://bit.ly/CDTweeklyreview.",52,213,287
CDC,@CDCgov,2021-04-09T20:46:02.000Z,Subscribe to get CDC’s COVID Data Tracker Weekly Review sent to your inbox every Friday: http://bit.ly/CDTsubscribe.,7,19,54
CDC,@CDCgov,2021-04-09T20:00:16.000Z,Laboratory professionals: Prepare to work with potentially harmful materials and other hazards in the lab with CDC’s Fundamentals of Personal Protective Equipment course: https://bit.ly/39NmOeb.,13,36,101
CDC,@CDCgov,2021-04-08T21:00:03.000Z,"As of April 5, national forecasts predict 2,300–10,100 new #COVID19 deaths will be reported during the week ending May 1. That would bring the projected total number of U.S. deaths to 568,000–588,000. More: http://bit.ly/CDC_MForecast.",22,42,57
CDC,@CDCgov,2021-04-08T21:00:03.000Z,"As of April 5, national forecasts predict 2,400–11,000 new #COVID19 hospitalizations will likely be reported on May 3. More: http://bit.ly/CDC_HForecast.",13,35,56
CDC,@CDCgov,2021-04-08T20:13:57.000Z,"The #COVID19 pandemic has illuminated longstanding racial and ethnic health inequities that have persisted in this country for centuries. Learn more about how CDC is working to understand and measure the health impacts of racism.Racism and Health
CDC’s Commitment to Addressing Racism as an Obstacle to Health
cdc.gov",203,354,495
CDC,@CDCgov,2021-04-08T19:38:02.000Z,"A new 
@CDCMMWR
 finds that in northern Montana’s Blackfeet Tribal Reservation, stay-at-home orders and mask requirements were associated with a 33-fold drop in rate of new #COVID19 cases during Fall 2020. Learn more: http://bit.ly/7014a3.",37,141,319
NCAA,@NCAA,2021-04-06T17:00:04.000Z,"Before she led the Community Interventions and Critical Populations Task Force for the 
@CDCgov
, Commander Erin Sauber-Schatz was a springboard and platform diver for 
@AggieSwimDive
.2:37
13.3K views",9,31,88
CDC,@CDCgov,2021-04-08T19:00:19.000Z,"New 
@CDCMMWR
 finds in Montana during Mar–Nov 2020, the rate of new #COVID19 cases among American Indian or Alaska Native persons was more than 2x that among White persons. Rate of COVID-19 deaths among AI/AN persons was nearly 4x that among White persons. http://bit.ly/7014a2",16,51,75
CDC,@CDCgov,2021-04-08T17:58:02.000Z,"A new 
@CDCMMWR
 shows how a contact tracing program managed by Spirit Lake Tribe in North Dakota was effective at reaching tribe members affected by #COVID19. This program might help inform similar programs in other tribes and the public health community. http://bit.ly/mm7014a4",21,106,282
NCAA,@NCAA,2021-04-06T17:00:04.000Z,"Before she led the Community Interventions and Critical Populations Task Force for the 
@CDCgov
, Commander Erin Sauber-Schatz was a springboard and platform diver for 
@AggieSwimDive
.2:35
13.3K views",9,31,88
CDC,@CDCgov,2021-04-08T17:10:06.000Z,"New #COVID19 Stats in 
@CDCMMWR
 shows testing protocols in colleges & universities differed by class instruction type in spring 2021. About half didn’t publish protocols for testing students without symptoms, who can have & spread COVID-19. Learn more: https://bit.ly/7014a5.",14,42,71
CDC,@CDCgov,2021-04-08T16:28:30.000Z,"CDC and the cruise industry have a shared goal to protect crew, passengers, and communities. We will continue to ensure all necessary public health measures are in place before sailing with passengers. Learn more about CDC’s CSO Phased Approach: https://bit.ly/3wpevlx.",27,51,123
CDC,@CDCgov,2021-04-08T15:30:09.000Z,"Some people have side effects after getting their #COVID19 vaccine, but these usually go away within a few days. Side effects after your second shot may be more intense than the ones you experienced after your first shot. More: https://bit.ly/38AqxNA.",95,420,602
CDC,@CDCgov,2021-04-08T15:00:36.000Z," COVID-19 Science Update:

Read the latest #COVID19 research on vaccine effectiveness, strategies for testing asymptomatic airline passengers, and the B.1.1.7 variant, first identified in the U.K.
 Read the full update: https://bit.ly/3dCB65f.",16,84,140
NCAA,@NCAA,2021-04-07T20:31:21.000Z,"Former 
@AggieSwimDive
 diver Erin Sauber-Schatz is now a 
@CDCgov
 leader in the fight against COVID-19:The ‘disease detective’ who dives
ncaa.org",12,35,143
CDC,@CDCgov,2021-04-07T23:01:39.000Z,"The number of new daily #COVID19 cases has been increasing for 3 weeks.

As of April 5, over half of U.S. states and territories have a high burden of COVID-19. Stay vigilant. Practice healthy habits. #WearAMask
. Stay 6 feet apart. Avoid crowds. More: https://bit.ly/36EDJQI",261,753,934
CDC,@CDCgov,2021-04-07T19:53:03.000Z,"#COVID19 vaccines are new, and it’s normal to have questions about them. You can help friends and family by listening with empathy and identifying the cause of their concerns. Learn more COVID-19 vaccine conversation tips: https://bit.ly/3cE25OH.",55,235,344
CDC,@CDCgov,2021-04-07T19:07:02.000Z,"Please join CDC’s Environmental Health Nexus on April 14 at 1 p.m. EDT on CDC’s Facebook page for a webinar on climate and health and learn how communities can take steps to protect themselves. https://facebook.com/CDC.
#EarthDay
 #ClimateChange #CDC #EnvironmentalHealth",10,73,115
CDC,@CDCgov,2021-04-07T18:33:03.000Z,"Join CDC’s #COVID19 Partner Update Call Monday, April 12, at 3:00 pm EDT, for updated information on #ContactTracing and why it’s still important to stop the spread of COVID-19.

Retweet and Register: https://bit.ly/3rYY7EA.",17,33,70
CDC,@CDCgov,2021-04-07T16:01:05.000Z,"Every year, about 3-6% of infants worldwide are born with a serious birth defect. Birth defects can affect babies regardless of where they are born, their race, or their ethnicity. http://bit.ly/3m7gt5m 
#WorldHealthDay #ManyBirthDefects1Voice",3,41,71
CDC,@CDCgov,2021-04-07T15:10:03.000Z,"New report: Free, in-school #COVID19 testing at Utah elementary schools was higher among students of racial minority groups & in areas with higher COVID-19 rates. As schools consider reopening, in-school testing could help reach underserved communities: http://bit.ly/MMWR4721.",5,39,101
CDC,@CDCgov,2021-04-06T20:36:00.000Z,Healthcare Providers: Looking for a way to decrease the burden on staff? Watch this video to see how electronic case reporting (eCR) can eliminate manual data entry and provide real time patient information. Learn more: https://cdc.gov/ecr.,2,16,62
CDC_eHealth,@CDC_eHealth,2021-04-06T20:08:00.000Z,CDC releases updated tables for the National Report on Human Exposure to Environmental Chemicals. The tables include data on more than 400 chemicals. Learn more: https://bit.ly/2kX5i2p #LabScience,10,27,64
CDC,@CDCgov,2021-04-06T19:56:01.000Z,"#WearAMask
 when you are in a restaurant, particularly indoors & when speaking with restaurant workers and servers. Only remove your mask when you’re actively eating or drinking. Masks help protect both you & others from #COVID19. More: https://bit.ly/3o9inS1.",407,548,1K
CDC,@CDCgov,2021-04-06T18:50:02.000Z,CDC #DiseaseDetectives in the Laboratory Leadership Service apply their expertise in and out of the lab to tackle public health challenges. Take your career to the next level and make an impact beyond the lab bench. Apply at http://bit.ly/ApplytoLLS.,3,22,69
CDC,@CDCgov,2021-04-06T18:16:00.000Z,#HCPs: Improving childhood vaccination rates is a collective effort. Watch neonatologist Dr. Shetal Shah describe how he and the entire NICU practice work together to improve rates.,12,21,73
CDC,@CDCgov,2021-04-06T17:35:04.000Z,Wondering how viral vector #COVID19 vaccines work? This new infographic explains how viral vector vaccines help our bodies recognize and fight viruses. See infographic: https://bit.ly/31sDVjD.,14,101,155
CDC,@CDCgov,2021-04-06T17:15:56.000Z,"Have questions about how viral vector vaccines protect you against #COVID19?
They teach your body how to recognize the virus that causes COVID-19. If you are exposed to the virus later, your body will know how to fight it off. Learn more: https://bit.ly/31sDVjD.",26,98,167
CDC,@CDCgov,2021-04-06T17:15:59.000Z,"Replying to 
@CDCgovRemember, when your body responds to the #COVID19 vaccine, it can sometimes feel like a viral infection. You may have tiredness, headache, muscle pain, chills, fever, or nausea. This are normal signs that your body is building protection. Learn more: https://bit.ly/31sDVjD.",21,77,150
