User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
CDC,@CDCgov,2021-03-25T17:07:19.000Z,"Despite the #COVID19 pandemic, an additional 208,000 Nigerians living with #HIV began treatment through CDC’s Antiretroviral Therapy Surge program supported by the U.S. President’s Emergency Plan for AIDS Relief, a new 
@CDCMMWR
 finds. Learn more: http://bit.ly/7012a3.
@PEPFAR",8,32,113
CDC,@CDCgov,2021-03-25T16:12:05.000Z,"CDC has updated strategies to help schools operate safely and slow the spread of #COVID19 to protect students, teachers, & staff. Learn more about updated strategies here: https://bit.ly/378slgR.",29,94,166
CDC,@CDCgov,2021-03-25T15:01:03.000Z,"#DYK? #COVID19 vaccines are free for everyone. The federal government is providing vaccines free of charge to all people living in the United States, regardless of their immigration or health insurance status. Learn more: https://bit.ly/3ahFeaZ.",39,399,518
CDC,@CDCgov,2021-03-25T14:14:37.000Z,CDC plans to provide $332 million to support community health workers for #COVID19 prevention and control. See full statement: https://bit.ly/3rmoXX1,21,62,164
HHSPartnershipCenter,@PartnersforGood,2021-03-24T16:45:11.000Z,"Join 
@edstetzer
, w/ the Billy Graham Center, FRIDAY (3/26) at 1:30PM (CST) for a LIVE interview w/ Jay C. Butler, MD (CAPT, USPHS, RET) on what #faith and #church leaders need to know about the #COVID19, #vaccines, & more. REGISTER NOW: https://bit.ly/39bwNww",5,14,35
CDC,@CDCgov,2021-03-24T20:52:02.000Z,"Rates of #COVID19 are increasing across the U.S. 

As of March 23, the 7-day average of new cases per day is 56,225. Help stop the spread of COVID-19.

Wear a mask. 
Stay 6 feet apart. 
Avoid crowds. 
Get a vaccine when it’s available to you.

More: https://bit.ly/36EDJQI.",291,730,824
CDC,@CDCgov,2021-03-24T19:56:01.000Z,"#VaxFact: You should still get a #COVID19 vaccine even if you’ve already had COVID-19. 

Experts don’t know how long you’re protected from COVID-19 after you recover. 

More vaccine facts: https://bit.ly/3hQ9yv9.",166,412,587
CDC,@CDCgov,2021-03-23T20:11:02.000Z,"#VaxFact: #COVID19 vaccines help keep you from getting COVID-19. 

COVID-19 vaccination is an important tool to help us stop the pandemic and get back to the things we love.

More key things to know about COVID-19 vaccines: https://bit.ly/3dILBpC.",57,358,459
CDC,@CDCgov,2021-03-23T19:31:03.000Z,"1-800-Quit-NOW is an evidence-based, free resource to help people quit smoking. Learn more in 
@AmJPrevMed
: https://bit.ly/3qu4obK.",3,31,73
CDC,@CDCgov,2021-03-23T18:40:02.000Z,Help protect essential workers. CDC’s Essential Workers #COVID19 Vaccine Toolkit covers questions & benefits of COVID-19 vaccines for your team. Explore the toolkit: https://bit.ly/3pAmCIa.,16,82,177
CDC,@CDCgov,2021-03-23T17:53:03.000Z,"#DYK some people with disabilities may have a higher risk of #COVID19 illness? This includes people who live in group settings, people who have trouble practicing preventive measures, and people who need close contact with caregivers. Learn more: https://bit.ly/2P6j9nh.",19,119,175
CDC,@CDCgov,2021-03-23T17:33:03.000Z,Laboratory professionals: DYK? In order to be certified (or recertified) to ship lab materials you must complete training on hazardous materials regulations. Take our course: http://bit.ly/2L8u7mD.,1,27,60
CDC,@CDCgov,2021-03-23T16:54:04.000Z,Health departments and public health professionals have used contact tracing for decades to slow or stop the spread of infectious diseases. The success of #COVID19 contact tracing depends on people’s participation. Learn more: https://bit.ly/2ZkyWjJ.,36,100,222
CDC,@CDCgov,2021-03-23T15:47:00.000Z,"Are you living with prediabetes? If you knew you could reverse it and prevent or delay type 2 diabetes in one year, would you do it? This #DiabetesAlertDay, learn why these people said yes, and why you should too. https://bit.ly/2OuUMiw",13,73,135
CDC,@CDCgov,2021-03-22T21:00:17.000Z,"In the coming weeks and months, #COVID19 vaccine supply will increase.

As of March 22, more than 82.7 million people in the United States had received at least one dose of COVID-19 vaccine. Of those, more than 44.9 million are fully vaccinated. 

More: http://bit.ly/CDT_vaccine",73,203,425
CDC,@CDCgov,2021-03-22T20:16:03.000Z,"Use cleaners and disinfectants correctly to prevent the spread of #COVID19. Misusing disinfectants can lead to serious harm or even death. Never eat, drink, breathe, inject these products into your body, or apply them directly to your skin. Learn more: https://bit.ly/2RiCLD1.",28,129,209
CDC,@CDCgov,2021-03-21T19:30:00.000Z,"CDC is teaming up with 
@nflalumnihealth
 to protect against #COVID19. NFL Alumni Health member & former linebacker Harry Carson knows it’s an all-teams effort! Vaccination, wearing a mask, & staying 6 feet from others can get us all back in the game. More: https://bit.ly/36JhidO.",40,86,166
CDC,@CDCgov,2021-03-21T18:17:01.000Z,A close contact is anyone who has been within 6 feet (about 2 arm lengths) of someone with #COVID19 for a total of 15 minutes or more over a 24-hour period. Learn more about contact tracing: https://bit.ly/38Zi3Rd.,127,441,610
CDC,@CDCgov,2021-03-21T17:04:01.000Z,"For 10 years, #CDCTips has told stories of real people living with, or caring for someone with, a smoking-related disease. Thank you to 40+ brave people who have inspired so many to quit smoking: https://go.usa.gov/xsTBS.",22,62,190
CDC,@CDCgov,2021-03-21T15:06:00.000Z,"The 2019 YRBS data are out. Healthy dietary behaviors and #PhysicalActivity are still linked with good grades. Learn more! https://bit.ly/3q78dU3
#CDCHealthySchools #YRBSHealthy students are better learners.
cdc.gov",29,97,220
CDC,@CDCgov,2021-03-20T21:29:01.000Z," It’s allergy season. #COVID19 & seasonal allergies share some symptoms, but not others. Use this chart to compare the symptoms of COVID-19 & seasonal allergies so you can tell the difference.

If you’re sick, you may need a COVID-19 test. More: http://bit.ly/3qEzjRD.",57,711,924
CDC,@CDCgov,2021-03-20T20:13:00.000Z,"DYK? Viruses constantly change through mutation. CDC Disease Detective Lieutenant Joshua Wong of the U.S. Public Health Service explains with the 
@AmoebaSisters
 #COVID19 variants and how they spread. Learn more about COVID-19 variants: https://bit.ly/3riUJ8B.",33,123,231
CDC,@CDCgov,2021-03-20T18:14:02.000Z,Only use treatments for #COVID19 that have been prescribed by your healthcare provider. People have been seriously harmed or died after taking products not approved for COVID-19 treatment. Learn more: https://bit.ly/3jIALkj.,41,111,211
CDC,@CDCgov,2021-03-20T15:45:02.000Z,"Germs that cause foodborne illness grow best at room temperature. Prepare, refrigerate, or freeze meat, poultry, and seafood within 2 hours of purchasing, or 1 hour when above 90°F outside. 
Learn more about #FoodSafety and #COVID19: https://go.usa.gov/xsDTD.",20,102,194
"Rochelle Walensky, MD, MPH",@CDCDirector,2021-03-19T23:37:52.000Z,".
@POTUS
 Biden and 
@VP
 Harris, your leadership on the #COVID19 response has instilled confidence and reinvigorated our agency! Thank you for visiting CDC today to discuss our continued work together and how science and health equity are paramount to it.",148,327,1.6K
CDC,@CDCgov,2021-03-19T16:15:05.000Z,"Reducing community spread, wearing masks, maintaining distance, and increasing ventilation in rooms are essential to reduce the spread of #COVID19 in schools. Learn more: http://bit.ly/MMWR31921.",11,28,69
CDC,@CDCgov,2021-03-19T16:15:04.000Z,"A new 
@CDCMMWR
 suggests K-12 schools can reopen without leading to rapid spread of #COVID19. An investigation of COVID-19 in Florida K-12 schools found that fewer than 1% of registered students had school-related COVID-19. Learn more: http://bit.ly/MMWR31921.",28,90,148
CDC,@CDCgov,2021-03-19T15:10:03.000Z,"If you are looking for the latest information about performing #COVID19 testing, opt in to receive updates from the CDC Laboratory Outreach Communication System (LOCS): http://bit.ly/3jX2AoU.",6,39,73
CDC,@CDCgov,2021-03-18T21:26:13.000Z,"As of March 15, national forecasts predict 1,300–6,500 new #COVID19 hospitalizations will likely be reported on April 12. More: http://bit.ly/CDC_HForecast.",7,23,43
CDC,@CDCgov,2021-03-18T21:26:12.000Z,"As of March 15, national forecasts predict 138,000–511,000 new #COVID19 cases will likely be reported during the week ending April 10. More: http://bit.ly/CDC_CForecast.",13,21,49
CDC,@CDCgov,2021-03-18T21:26:11.000Z,"As of March 15, national forecasts predict 3,200–10,100 new #COVID19 deaths will be reported during the week ending April 10. That would bring the projected total number of U.S. deaths to 554,000–574,000. More: http://bit.ly/CDC_MForecast.",37,102,148
CDC,@CDCgov,2021-03-18T20:37:03.000Z,"Becoming a #DiseaseDetective in CDC’s Epidemic Intelligence Service starts with a quality application! Join us on March 22nd, 1p.m. ET, for a webinar to learn about preparing for the competitive application process and ask questions: https://bit.ly/3ePKrZR.",5,39,77
CDC,@CDCgov,2021-03-18T19:20:19.000Z,".
@CDCMMWR
 finds a #COVID19 outbreak among a high school football team was likely caused by infrequent mask use, inadequate physical distancing & ventilation, and insufficient cleaning & disinfecting. It led to 2,000+ lost days of in-person learning. More: http://bit.ly/7011a3",89,99,159
CDC,@CDCgov,2021-03-18T18:15:04.000Z,"A new 
@CDCMMWR
 finds children attending school entirely or partly online during #COVID19, as well as their parents, may be at increased risk for mental and physical health problems. Both may need extra support to reduce the pandemic’s impact. Learn more: http://bit.ly/7011a1.",370,530,418
CDC,@CDCgov,2021-03-17T19:37:01.000Z,"#HCPs: If you have the CDC Vaccine Schedules app, it’s time to update to the 8.0.1 version to get the 2021 schedules and footnotes. The app is free for iOS and Android devices. Learn more: https://bit.ly/3uVBy6B.",9,27,59
CDC,@CDCgov,2021-03-17T19:03:02.000Z,"Are you involved in building water safety? Learn how to help prevent #Legionnaires’ disease outbreaks in this training from CDC, 
@NNPHI_org
, 
@UAZPublicHealth
, and 
@WRPHTC
. Free CE. https://bit.ly/2OPfXfz #CDCLearning",5,33,55
CDC,@CDCgov,2021-03-17T18:46:14.000Z,CDC announces $2.25 billion to address #COVID19 health disparities in communities that are at high-risk and underserved. See full statement: https://bit.ly/2P0Fwub,6,59,80
CDC,@CDCgov,2021-03-17T18:36:02.000Z,"As you get older, your risk for severe illness or death from #COVID19 increases. Severe illness means that someone with COVID-19 may require hospitalization, intensive care, or a ventilator to help them breathe. Learn more: https://bit.ly/2wEyT8h.",20,105,184
CDC,@CDCgov,2021-03-17T18:00:27.000Z,"Testing individuals without known #COVID19 exposure or symptoms (screening testing) is an important part of preventing the spread of COVID-19.
Learn more: https://bit.ly/2FZRgsn.",32,65,167
CDC,@CDCgov,2021-03-17T17:30:18.000Z,Stay up to date with the facts about #COVID19 vaccines. Visit https://bit.ly/38L25Kg to learn more. #SleeveUpForSchools,13,47,99
CDC,@CDCgov,2021-03-17T16:15:04.000Z,"When you’re fully vaccinated for #COVID19, you can start doing some things again, like gathering indoors w/ other fully vaccinated people. Still protect yourself & others in public places - wear a mask, stay at least 6ft apart, & avoid crowds. More: https://bit.ly/3btJaFU.",678,1.3K,1.4K
CDC,@CDCgov,2021-03-17T15:15:03.000Z,"New 
@CDCMMWR
 finds lower #COVID19 vaccination rates in counties with higher percentages of residents who are from racial/ethnic minority groups, have lower socioeconomic status (especially low education), or live in crowded housing or congregate settings. http://bit.ly/MMWR31721.",15,70,99
CDC,@CDCgov,2021-03-16T21:00:25.000Z,"#DYK? As of March 12, more than 100 million #COVID19 vaccine doses have been administered across the United States, with over 64% of people 65 or older receiving at least 1 dose. Track vaccination progress, including by vaccine type: http://bit.ly/CDTvaccination.",35,166,294
CDC,@CDCgov,2021-03-16T20:10:03.000Z,#COVID19 control and economic recovery require detailed guidance for cities and communities. Read #PublicHealthReports commentary offering strategies to address this national problem at the local level. https://bit.ly/3qxMCEl,14,23,86
CDC,@CDCgov,2021-03-15T21:00:36.000Z,"#COVID19 vaccines help keep you from getting sick with COVID-19. 

As of March 15, more than 71 million people in the United States had received at least one dose of COVID-19 vaccine. Of those, more than 38 million are fully vaccinated. 

More data: http://bit.ly/CDT_vaccine",115,242,427
CDC,@CDCgov,2021-03-15T20:01:03.000Z,"Along w/ wearing masks & staying at least 6 ft apart, increased ventilation can help reduce spread of #COVID19 in child care programs. Open windows, use portable air cleaners, improve filtration, & hold activities outdoors when possible Learn more: https://bit.ly/2PdfwvF.",83,474,730
CDC,@CDCgov,2021-03-15T19:13:02.000Z,"If you are getting a 2-dose #COVID19 vaccine, plan to get your second shot as close as possible to the recommendations—3 weeks for Pfizer-BioNTech and 1 month for Moderna. 
Learn more: https://bit.ly/3eDvnOL.",38,219,372
CDC,@CDCgov,2021-03-15T18:40:02.000Z,Healthcare providers: Unnecessary antibiotic use in response to #COVID19 could lead to further spread of #AntibioticResistance in your healthcare setting & community. Only use antibiotics for bacterial infections: https://bit.ly/2ED8SYG.,32,233,315
CDC,@CDCgov,2021-03-15T18:01:03.000Z,"Make a plan to get a #COVID19 vaccine when it becomes available to you. 
 Visit your health department’s website for information on COVID-19 vaccination.
 Learn what to expect at your vaccine appointment.
 Know what to expect after vaccination.
More: https://bit.ly/2IWccCd",29,114,165
ASPR,@PHEgov,2021-03-12T22:09:13.000Z,Current & retired traditional & non-traditional healthcare professionals can become part of the  #COVID19 vaccination workforce! Find out about new liability protections & how to register to be a part of your state’s #COVID19 vaccination efforts. http://PHE.gov/COVIDvaccinatoaccinators…,8,29,52
CDC,@CDCgov,2021-03-15T17:14:13.000Z,#Parents:  Child care programs can safely operate during the #COVID19 pandemic by following prevention steps and slowing the spread: https://bit.ly/3aGqEHe.,13,92,171
ASPR,@PHEgov,2021-03-15T13:25:34.000Z,"As millions more #COVID19 vaccines are being manufactured & distributed throughout the US, 
@POTUS
 & 
@HHSgov
 are paving a pathway to expand the number of qualified health professionals & students eligible to administer the COVID-19 vaccine. Learn more: https://phe.gov/emergency/events/COVID19/COVIDvaccinators/Pages/default.aspx…",7,37,85
CDC,@CDCgov,2021-03-15T16:10:13.000Z,"New 
@CDCMMWR
 finds Pfizer-BioNTech #COVID19 vaccine was 63% effective at preventing infection for partially vaccinated residents of 2 skilled nursing facilities experiencing outbreaks. For best protection, get all recommended doses of a COVID-19 vaccine. http://bit.ly/MMWR31521b",15,96,191
CDC,@CDCgov,2021-03-12T21:39:47.000Z,"CDC data show #COVID19 illness, hospitalization, & death differ by race & ethnicity. Racial & ethnic minority groups are at increased risk of severe COVID-19-related illness & death. Read more about the unequal toll of the pandemic & other key data: http://bit.ly/CDTweeklyreview.",77,182,260
CDC,@CDCgov,2021-03-12T21:15:03.000Z,"Looking for up-to-date information about how #COVID19 could affect pregnancy and care for infants? CDC’s COVID-19 toolkit for pregnant people and new parents includes PSAs, clinical guidance, and other resources here: https://bit.ly/3cj2YfX.",17,59,84
CDC,@CDCgov,2021-03-12T20:28:00.000Z,"Viruses constantly change through mutation, & new variants of a virus are expected to occur over time, especially when the virus is spreading widely. Here’s what we know and what we don’t know about variants of the virus that causes #COVID19.

Learn more: https://bit.ly/2NwdHsV.What CDC Knows and Doesn’t Know about COVID-19 Variants
cdc.gov",54,216,273
CDC,@CDCgov,2021-03-12T18:52:02.000Z,"Multisystem inflammatory syndrome in children (MIS-C) is a rare but serious condition associated with #COVID19. As of March 1, more than 2,500 cases & 33 deaths have been reported. The best way to prevent MIS-C is to #StopTheSpread of COVID-19. Learn more: https://bit.ly/2EUtvkR",37,231,303
CDC,@CDCgov,2021-03-12T17:53:05.000Z,"#Parents: If your child is sick, keep them home. If they get sick at child care, pick them up. Monitor their symptoms & notify the child care program if your child tests positive for #COVID19. More on slowing spread of COVID-19 in child care: https://bit.ly/3aGqEHe.",25,174,232
CDC,@CDCgov,2021-03-12T17:30:08.000Z,"Child care providers: Help protect children, their families, & staff from #COVID19. Promote mask use, keep children and staff in groups, encourage handwashing and cleaning, & maintain healthy facilities. Have a plan if someone gets sick. More: https://bit.ly/3aGqEHe.",11,66,116
Google,@Google,2021-03-12T16:31:26.000Z,"When it comes to masks, two is better than one. Do your part and help fight COVID-19 by layering two masks together.GIF",226,474,1.6K
CDC Injury Center,@CDCInjury,2021-03-11T19:01:21.000Z,"Successful recovery stories often include strong community support. If you know someone who has struggled with #opioids, celebrate their achievements and encourage them to maintain their recovery process. Learn more: https://go.usa.gov/xsNzu #RxAwareness #EndOverdoseGIF",10,29,55
CDC,@CDCgov,2021-03-12T16:46:48.000Z,"CDC is using existing programs to monitor the effectiveness and safety of #COVID19 vaccines outside of clinical trials. Learn more: https://bit.ly/39KCHEh.Ensuring COVID-19 Vaccines Work
Learn how the CDC and the U.S. Food and Drug Administration (FDA) assess the effectiveness of COVID-19 vaccines before approving or authorizing a vaccine for emergency use.
cdc.gov",8,38,89
CDC,@CDCgov,2021-03-11T16:57:02.000Z,"#HCPs: Attend today’s COCA Call on The Role of Telehealth in Expanding Access to Healthcare During the #COVID19 Pandemic: Considerations for Vaccine Uptake and Monitoring for Adverse Events, at 2pm ET. Learn more: https://bit.ly/3ernsUL.",2,21,58
CDC,@CDCgov,2021-03-11T16:34:06.000Z,"Teachers, school staff, & childcare workers can #SleeveUp for #COVID19 shots at 9,000+ pharmacy locations. Learn how to schedule an appointment: https://go.usa.gov/xsmzG.
#SleeveUpforSchools #SleeveUpforChildcare",19,89,178
"Rochelle Walensky, MD, MPH",@CDCDirector,2021-03-11T15:57:42.000Z,"One year ago we were hopeless, but now we have hope. Together, our strength and conviction will guide us to the end of the #COVID19 pandemic. https://bit.ly/30z3kIk",43,86,394
"Rochelle Walensky, MD, MPH",@CDCDirector,2021-03-11T15:57:42.000Z,"In one year, we have lost over 520,000 Americans to #COVID19 - our loved ones, friends & neighbors. We grieve these losses and now must intensify our efforts, so they were not in vain. https://bit.ly/30z3kIkWorld Health Organization (WHO)
@WHO
 · Mar 11
One year ago today, #COVID19 was characterized as a pandemic by @DrTedros.

This followed the declaration in January 2020 of a Public Health Emergency of International Concern, the highest level of alarm 
 under international law.

https://twitter.com/WHO/status/1237777021742338049…
Show this thread",34,152,393
CDC,@CDCgov,2021-03-10T23:22:16.000Z,"Promising early data of #COVID19 vaccines offer a path toward ending pandemic. Read more about CDC’s new recommendations for fully vaccinated people now 
@JAMA_CurrentCDC Interim Recommendations for People Fully Vaccinated Against Coronavirus
This Viewpoint summarizes CDC activity recommendations for individuals fully vaccinated against SARS-CoV-2 infection, including resumption of low-risk gatherings among vaccinated people and mainten...
jamanetwork.com",20,111,180
CDC,@CDCgov,2021-03-10T22:13:01.000Z,"#COVID19 cases remain high across the US.

As of March 9, 28,992,598 total cases were reported. The 7-day moving average of new cases is 55,557, a 12.2% decrease from the previous week. Slow the spread. Wear a mask. Stay 6 feet apart. Avoid crowds. More: https://bit.ly/3k2YJpC.",140,416,615
CDC,@CDCgov,2021-03-10T20:43:02.000Z,"#HCPs: Attend the next COCA Call, Thursday, March 11, at 2pm ET. Topic is The Role of Telehealth in Expanding Access to Healthcare During the #COVID19 Pandemic: Considerations for Vaccine Uptake and Monitoring for Adverse Events. More: https://bit.ly/3ernsUL.",4,28,42
CDC,@CDCgov,2021-03-10T19:37:03.000Z,"UPDATE: If you are fully vaccinated against #COVID19, you can start doing some things again, like gathering indoors with other fully vaccinated people without wearing masks. To learn more, visit: https://bit.ly/3btJaFU.",336,619,1K
CDC,@CDCgov,2021-03-10T18:38:02.000Z,"Johnson & Johnson’s Janssen #COVID19 Vaccine is the third vaccine authorized for use in the United States. This 1-dose vaccine is recommended for people 18 and older.

Learn more about the J&J/Janssen vaccine: https://bit.ly/38el5k7.",55,205,579
CDC,@CDCgov,2021-03-10T18:00:32.000Z,"Salt, pepper, vinegar, lemon juice, or lime juice have not been shown to be effective at removing germs from produce. The safest way to clean your fruits and vegetables is to rinse them under cold, running water.

Learn more about #FoodSafety and #COVID19: https://go.usa.gov/xsDTD",13,151,313
CDC,@CDCgov,2021-03-10T17:31:07.000Z," COVID-19 Science Update:

Read the latest #COVID19 research on common pregnancy outcomes, vaccine effectiveness against hospitalizations, emerging variants in New York, and more.
 Read the full update: http://bit.ly/38lJh4e.",13,73,137
CDC,@CDCgov,2021-03-09T17:55:07.000Z,"#HCPs: CDC Vaccine Schedules app is now available w/ 2021 schedules & footnotes. This free tool provides current versions of imz recs & catch-up schedules for children, adolescents, & adults. #COVID19 vaccine info is currently not available on the app.
https://bit.ly/3uVBy6B",7,42,87
CDC,@CDCgov,2021-03-09T17:26:02.000Z,Essential workers: Getting vaccinated is the best way to protect yourself and others against #COVID19. Contact your local health department for more information on COVID-19 vaccination. Learn more: https://bit.ly/3v8Q1w8.,52,105,244
CDC,@CDCgov,2021-03-09T16:00:31.000Z,#HCPs: Attend today’s COCA Call at 2 pm ET on What Every Clinician Should Know about #COVID19 Vaccine Safety and Effectiveness and How to Address Patient Questions and Concerns. More: https://bit.ly/38D1Ukv.,9,46,82
CDC,@CDCgov,2021-03-08T23:36:01.000Z,"#HCPs: Attend the next #CDC COCA Call on Tuesday, March 9, at 2 pm ET - What Every Clinician Should Know about #COVID19 Vaccine Safety and Effectiveness and How to Address Patient Questions and Concerns. More: https://bit.ly/38D1Ukv.",23,49,115
CDC,@CDCgov,2021-03-08T22:15:05.000Z,"V-safe—a smartphone-based tool that monitors vaccine safety—is now available in Spanish, Vietnamese, Korean, and simplified Chinese. Tell CDC how you feel after #COVID19 vaccination by completing short surveys. Learn more & register: https://bit.ly/3gNkdpZ.",27,157,252
The White House,@WhiteHouse,2021-03-08T21:02:35.000Z,"Today, President Biden signed two executive orders to establish the White House Gender Policy Council and ensure education free from sexual violence. Learn more:Fact Sheet: President Biden to Sign Executive Orders Establishing the White House Gender Policy...
Biden-Harris Administration establishes a government-wide focus on uplifting the rights of women and girls in the United States and around the world The full participation of all people – including...
whitehouse.gov",152,758,4.2K
CDC,@CDCgov,2021-03-08T21:37:02.000Z,"Increased ventilation, along with masking and staying 6ft apart, can help reduce the likelihood of spreading #COVID19 and protect schools and child care programs. Learn more: https://bit.ly/2PdfwvF.",61,243,437
CDC Global Health,@CDCGlobal,2021-03-07T16:25:02.000Z,"This International Women’s Day, CDC’s Rubella Team Lead, Dr. Susan Reef, shares why she has spent nearly three decades working to eliminate rubella and protect babies from congenital rubella syndrome. #IWD2021
 #PreventBirthDefects",3,33,73
CDC,@CDCgov,2021-03-08T21:15:04.000Z,"#COVID19 vaccines are an important tool for stopping the pandemic. 

As of March 8, more than 60 million people in the US had received at least one dose of COVID-19 vaccine. Of those, more than 31 million had received two doses. 

More data: http://bit.ly/CDT_vaccine.",30,163,302
CDC,@CDCgov,2021-03-06T20:45:02.000Z,Increasing ventilation is an important prevention strategy for schools and child care programs to reduce the spread of #COVID19. Learn more: https://bit.ly/2PdfwvF.,53,344,591
CDC,@CDCgov,2021-03-06T19:10:02.000Z,Crew members onboard ships during #COVID19 face unique challenges. Learn ways to cope with CDC’s Crew Member Well-Being resources: https://bit.ly/3q6lc7J.,23,42,100
CDC,@CDCgov,2021-03-05T22:00:06.000Z,Subscribe to get it sent to your inbox every Friday: http://bit.ly/CDTsubscribe.,5,12,42
CDC,@CDCgov,2021-03-05T22:00:05.000Z,"Vaccination is a critical tool to end the pandemic and return to doing the things we love. On February 28, the new Johnson & Johnson Janssen vaccine was authorized to prevent severe COVID-19 illness. Read more about vaccination and other key COVID-19 data: http://bit.ly/CDTweeklyreview",63,122,272
CDC,@CDCgov,2021-03-05T20:35:03.000Z,"No safety concerns have been found during early #COVID19 vaccine safety monitoring, except rare reports of anaphylaxis. CDC has provided recommendations to vaccination providers on preparing for the possibility. Get a vaccine when it’s available to you. https://bit.ly/3pE2Go7",82,163,319
CPSTF,@CPSTF,2021-02-23T22:01:01.000Z,"CPSTF recommends tenant-based housing voucher programs—these programs improve access to better housing and neighborhood opportunities, which are considered social determinants of health #TheCommunityGuide http://ow.ly/sZWC50DI62N",,15,38
